CTPS Code,CTPS Name,Customer Code,Domestic/International
010155,BLUES CITY,35191,DOMESTIC
010155,BLUES CITY,186343,DOMESTIC
010155,BLUES CITY,177287,DOMESTIC
010104,BEARPAW RIVER BREWING,513181,DOMESTIC
010609,LAGERSMITH ST PAUL,551072,DOMESTIC
010609,LAGERSMITH ST PAUL,500152,DOMESTIC
010609,LAGERSMITH ST PAUL,496940,DOMESTIC
010609,LAGERSMITH ST PAUL,508980,DOMESTIC
010105,BEAVER ST BREWING,496704,DOMESTIC
010820,PEPSI URBANDALE,497045,DOMESTIC
010106,BEBIDAS TRADICIONALES CHANEQUE S DE RL,563233,INTERNATIONAL
010107,BELLEVUE BEVERAGE,519371,DOMESTIC
010108,BELLS BREWERY,321605,DOMESTIC
010108,BELLS BREWERY,491111,DOMESTIC
010789,PAYETTE BREWING,162915,DOMESTIC
010803,PEPSI HAYWARD,30816,DOMESTIC
010109,BELVAC PRODUCTION MACHINERY,47968,
010348,COUNTERWEIGHT BREWING,501067,DOMESTIC
010110,BENCH BREWING BEAMSVILLE,522474,DOMESTIC
010154,BLUE POINT BREWING,532453,DOMESTIC
010111,BENCH BREWING PROLOGIX DST,543937,DOMESTIC
010254,CITIZEN CIDER BURLINGTON,501075,DOMESTIC
010254,CITIZEN CIDER BURLINGTON,538054,DOMESTIC
010112,BENT WATER BREWING,518328,DOMESTIC
010540,HORSESHOE BEVERAGE NEENAH,541552,DOMESTIC
010540,HORSESHOE BEVERAGE NEENAH,535021,DOMESTIC
010540,HORSESHOE BEVERAGE NEENAH,527689,DOMESTIC
010540,HORSESHOE BEVERAGE NEENAH,518299,DOMESTIC
010540,HORSESHOE BEVERAGE NEENAH,555946,DOMESTIC
010540,HORSESHOE BEVERAGE NEENAH,581132,DOMESTIC
010113,BERKSHIRE BREWING,485693,
010179,BROCK STREET BREWING,496026,DOMESTIC
010114,BERLIN PACKAGING ATLANTA,492480,DOMESTIC
010271,COCA COLA BRAMPTON,540200,DOMESTIC
010271,COCA COLA BRAMPTON,32459,DOMESTIC
010115,BERLIN PACKAGING BUFFALO,532007,DOMESTIC
010876,REDWOOD DISTRIBUTION,525341,INTERNATIONAL
010116,BERLIN PACKAGING COLUMBUS,531979,DOMESTIC
010167,BRASSEURS SANS GLUTEN,277739,DOMESTIC
010117,BERLIN PACKAGING CRANBURY,499008,DOMESTIC
011061,TWO ROADS BREWING,532630,DOMESTIC
011061,TWO ROADS BREWING,525333,DOMESTIC
011061,TWO ROADS BREWING,371709,DOMESTIC
011061,TWO ROADS BREWING,276795,DOMESTIC
011061,TWO ROADS BREWING,501171,DOMESTIC
011061,TWO ROADS BREWING,264399,DOMESTIC
011061,TWO ROADS BREWING,242376,DOMESTIC
011061,TWO ROADS BREWING,543304,DOMESTIC
010118,BERLIN PACKAGING FAIRFIELD,564834,DOMESTIC
010119,BERLIN PACKAGING HOUSTON,71777735,
011022,THIRD SPACE BREWING,511492,DOMESTIC
010120,BERLIN PACKAGING PHOENIX,520313,
010121,BERLIN PACKAGING SAN ANTONIO,533536,DOMESTIC
010870,RC BEVERAGE EVANSVILLE,542408,DOMESTIC
010122,BERLIN PACKAGING/DES MOINES,537537,
010760,ODELL BREWING,517085,DOMESTIC
010760,ODELL BREWING,404267,DOMESTIC
010714,MTN VIEW BREW LEXINGTON,524980,DOMESTIC
010714,MTN VIEW BREW LEXINGTON,481254,DOMESTIC
010714,MTN VIEW BREW LEXINGTON,565407,DOMESTIC
010888,REFRESCO WALLA WALLA,560905,DOMESTIC
010888,REFRESCO WALLA WALLA,556666,DOMESTIC
010888,REFRESCO WALLA WALLA,555049,DOMESTIC
010888,REFRESCO WALLA WALLA,578611,DOMESTIC
010684,MILLERCOORS CHIPPEWA FALLS,35959,DOMESTIC
010629,MOLSON/LES BRASSERIES MONTREAL,30533,DOMESTIC
011103,WELCH FOOD NORTHEAST,39319,DOMESTIC
010920,RUSSELL BREWING,31421,DOMESTIC
010800,PEPSI DELTA,39642,DOMESTIC
010230,CENTRAL CITY BREWERS SURREY,280559,DOMESTIC
010825,PERSEPHONE BREWING,403758,DOMESTIC
010618,LASSONDE PAPPAS HENDERSONVILLE/Moutain Home,550483,DOMESTIC
010618,LASSONDE PAPPAS HENDERSONVILLE/Moutain Home,32299,DOMESTIC
010618,LASSONDE PAPPAS HENDERSONVILLE/Moutain Home,207870,DOMESTIC
010124,BEV ASSOC TEMPLE,33540,DOMESTIC
010598,KRIER FOODS,35781,DOMESTIC
010598,KRIER FOODS,511581,DOMESTIC
010598,KRIER FOODS,524533,DOMESTIC
010598,KRIER FOODS,33371,DOMESTIC
010598,KRIER FOODS,481078,DOMESTIC
010598,KRIER FOODS,441316,DOMESTIC
010598,KRIER FOODS,535591,DOMESTIC
010598,KRIER FOODS,533341,DOMESTIC
010598,KRIER FOODS,526601,DOMESTIC
010598,KRIER FOODS,548279,DOMESTIC
010598,KRIER FOODS,446627,DOMESTIC
010598,KRIER FOODS,53065,DOMESTIC
010598,KRIER FOODS,30605,DOMESTIC
010598,KRIER FOODS,38826,DOMESTIC
010598,KRIER FOODS,34981,DOMESTIC
010598,KRIER FOODS,35772,DOMESTIC
010598,KRIER FOODS,33161,DOMESTIC
010598,KRIER FOODS,515354,DOMESTIC
010598,KRIER FOODS,570994,DOMESTIC
010125,BEV HUB,549221,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,36231,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,35019,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,543700,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,246633,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,328031,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,538126,DOMESTIC
010378,DAIRY FARMERS OF AMERICA CABOOL,218421,DOMESTIC
010126,BEVSOURCE EAU CLAIRE WI,552420,DOMESTIC
010126,BEVSOURCE EAU CLAIRE WI,496000,DOMESTIC
010646,LORD HOBO BREWING,450853,DOMESTIC
010728,NEW GLORY CRAFT BREWERY,522061,DOMESTIC
010127,BEVSOURCE EFFERVESCENT TEA QC,552251,DOMESTIC
010879,REFRESCO FT GIBSON,514618,DOMESTIC
010879,REFRESCO FT GIBSON,523178,DOMESTIC
010879,REFRESCO FT GIBSON,42948,DOMESTIC
010879,REFRESCO FT GIBSON,525376,DOMESTIC
010879,REFRESCO FT GIBSON,39327,DOMESTIC
010879,REFRESCO FT GIBSON,37452,DOMESTIC
010879,REFRESCO FT GIBSON,525771,DOMESTIC
010879,REFRESCO FT GIBSON,527582,DOMESTIC
010879,REFRESCO FT GIBSON,84929,DOMESTIC
010879,REFRESCO FT GIBSON,499884,DOMESTIC
010879,REFRESCO FT GIBSON,533624,DOMESTIC
010879,REFRESCO FT GIBSON,586312,DOMESTIC
010128,BEVSOURCE ENTREPOT EXTERNE LAFRANCE MONTREAL,548771,DOMESTIC
011002,SWITCHBACK BREWING,525683,DOMESTIC
010129,BEVSOURCE WESTERN SON DISTILLERY,555065,DOMESTIC
011138,YUENGLING TAMPA,39503,DOMESTIC
010130,BEYOND TRADING ARIZONA PRODUCTION,217082,
010805,PEPSI INDIANAPOLIS,37321,DOMESTIC
010131,BIAGI BROS,506722,DOMESTIC
010131,BIAGI BROS,498831,DOMESTIC
010131,BIAGI BROS,574071,DOMESTIC
010147,BLACKROCKS BREWERY,286045,DOMESTIC
010330,COMERCIALIZADORA ELORO MEXICALI,497416,INTERNATIONAL
010132,BIBBY DISTRIBUTION,557802,INTERNATIONAL
010695,MOBILE CANNING LONGMONT,529713,DOMESTIC
010695,MOBILE CANNING LONGMONT,504065,DOMESTIC
010695,MOBILE CANNING LONGMONT,89543,DOMESTIC
010695,MOBILE CANNING LONGMONT,506853,DOMESTIC
010695,MOBILE CANNING LONGMONT,526416,DOMESTIC
010133,BIERERIE SHELTON,508752,DOMESTIC
010917,ROYAL PACKAGING MISSOURI,371346,DOMESTIC
010917,ROYAL PACKAGING MISSOURI,576721,DOMESTIC
010134,BIG BEND BREWERY,243483,
010992,SUMMIT BREWING,501391,DOMESTIC
010992,SUMMIT BREWING,496561,DOMESTIC
010135,BIG CAN SUPPLIERS AUSTRALIA,493415,DOMESTIC
010337,COMPANIA CERVECERA DE ZACATECAS,497838,INTERNATIONAL
010136,BIG CHOICE BREWING,481799,
010236,CERVECERIA CUAUHTEMOC MOCTEZUMA MEOQUI,518512,INTERNATIONAL
010137,BIG DITCH BREWING,493909,DOMESTIC
010866,RAINMAKER CIDER,498136,DOMESTIC
010138,BIG SPRUCE,551144,DOMESTIC
010139,BIG TOP BREWING,362597,DOMESTIC
010319,COCA COLA UNION BEVERAGE,514626,DOMESTIC
010319,COCA COLA UNION BEVERAGE,463152,DOMESTIC
010140,BIRDSONG BREWING DAVIDSON,482759,DOMESTIC
010792,PEPSI ATLANTA,30947,DOMESTIC
010141,BISHOP CIDER IRVING,490994,DOMESTIC
010293,COCA COLA JACKSONVILLE,503679,DOMESTIC
010142,BK-BUSKE DISTRIBUTION,55550250,
010313,COCA COLA SAN LEANDRO,524218,DOMESTIC
010313,COCA COLA SAN LEANDRO,620600,DOMESTIC
010143,BLACK FLY BEVERAGE LONDON,537502,DOMESTIC
010143,BLACK FLY BEVERAGE LONDON,530870,DOMESTIC
010639,LIVE OAK BREWING,481123,DOMESTIC
010299,COCA COLA MONTERRREY,520188,INTERNATIONAL
010144,BLACK HOG BREWING,413083,DOMESTIC
010458,FIRESTONE WALKER PASO ROBLES,541974,DOMESTIC
010458,FIRESTONE WALKER PASO ROBLES,315601,DOMESTIC
010145,BLACK MAGIC BEVERAGES SEATTLE,509966,DOMESTIC
011029,TIETON CIDER WORKS,439064,DOMESTIC
010146,BLACKEYE ROASTING,543558,DOMESTIC
011081,VICTORY BREWING PARKESBURG,417762,DOMESTIC
010970,SOUTHERN TIER BREWING STONEMAN,483532,DOMESTIC
010148,BLAKE FARMS HARD APPLE CIDER,449254,DOMESTIC
010534,HOME BREW MART DALEVILLE,510975,DOMESTIC
010149,BLINDMAN BREWING,482610,DOMESTIC
010150,BLOCK 15 BREWING,476949,
010692,MOBILE CANNING,553369,DOMESTIC
010151,BLUE CHIP GROUP,556033,DOMESTIC
010151,BLUE CHIP GROUP,563567,DOMESTIC
010151,BLUE CHIP GROUP,586072,DOMESTIC
010927,SAINT ARNOLD BREWING HOUSTON,431100,DOMESTIC
010927,SAINT ARNOLD BREWING HOUSTON,388658,DOMESTIC
010235,CERVECERIA CUAUHTEMOC MOCTEZUMA,491671,INTERNATIONAL
011124,WISPAK FLAGSTAFF,497037,DOMESTIC
010152,BLUE MARBLE PRODUCTIONS,506773,DOMESTIC
010152,BLUE MARBLE PRODUCTIONS,549950,DOMESTIC
010152,BLUE MARBLE PRODUCTIONS,549010,DOMESTIC
010998,SURLY BREWING ST PAUL,285413,DOMESTIC
010338,COMPANIA CERVECERA DEL TROPICO,500486,INTERNATIONAL
010153,BLUE MOUNTAIN BARREL HOUSE,357958,DOMESTIC
010797,PEPSI CHARLOTTESVILLE,507901,DOMESTIC
010990,STOWE CIDER,492631,DOMESTIC
010678,MENAUD DISTILLERY & BREWERY,518740,DOMESTIC
010268,COCA COLA BEDFORD HEIGHTS,523979,DOMESTIC
010268,COCA COLA BEDFORD HEIGHTS,41056,DOMESTIC
010567,ITO EN HONOLULU,35529,DOMESTIC
010960,SKA BREWING,229711,DOMESTIC
010847,PRECEPT BRANDS WALLA WALLA,499112,DOMESTIC
010996,SUNSHINE BOTTLING,38463,DOMESTIC
010174,BREW HUB LLC,418301,DOMESTIC
010174,BREW HUB LLC,546311,DOMESTIC
010818,PEPSI TOLEDO,37268,DOMESTIC
010818,PEPSI TOLEDO,527435,DOMESTIC
010156,BMBCC CONROE,55550156,
010157,BOISE RIVER CANNING/HARTMAN WHSE,496042,DOMESTIC
010158,BOLD CITY BREWERY JACKSONVILLE,245454,DOMESTIC
010963,SLEEPING GIANT,520621,DOMESTIC
010963,SLEEPING GIANT,466038,DOMESTIC
010963,SLEEPING GIANT,443881,DOMESTIC
010963,SLEEPING GIANT,527638,DOMESTIC
010963,SLEEPING GIANT,509309,DOMESTIC
010963,SLEEPING GIANT,433025,DOMESTIC
010963,SLEEPING GIANT,434360,DOMESTIC
010963,SLEEPING GIANT,490847,DOMESTIC
010963,SLEEPING GIANT,535443,DOMESTIC
010963,SLEEPING GIANT,433797,DOMESTIC
010963,SLEEPING GIANT,502490,DOMESTIC
010963,SLEEPING GIANT,504057,DOMESTIC
010963,SLEEPING GIANT,512170,DOMESTIC
010963,SLEEPING GIANT,559875,DOMESTIC
010963,SLEEPING GIANT,555428,DOMESTIC
010159,BONFIRE BREWING EAGLE,198491,DOMESTIC
010533,HOME BREW MART CARROLL,492156,DOMESTIC
010160,BOOCHERY,549183,DOMESTIC
010342,CONSTELLATION BRANDS BALLAST POINT,542459,DOMESTIC
010161,BOOTH BREWING,519865,DOMESTIC
010698,MOBILE CANNING WINDSOR,523127,DOMESTIC
010162,BOSTON BEER,39546,DOMESTIC
010162,BOSTON BEER,211924,DOMESTIC
010162,BOSTON BEER,567576,DOMESTIC
010162,BOSTON BEER,248974,DOMESTIC
010788,PARKSIDE BREWERY,488026,DOMESTIC
010898,REVOLUTION BREWING,500241,DOMESTIC
010898,REVOLUTION BREWING,413403,DOMESTIC
010482,GALVESTON ISLAND BREWING,543515,DOMESTIC
010482,GALVESTON ISLAND BREWING,508541,DOMESTIC
010163,BOUL CHOQUETT,535267,
010164,BOULDER BEER,167134,DOMESTIC
011067,UNION WINE TUALATIN,515485,DOMESTIC
010165,BOULEVARD BREWING,444744,DOMESTIC
010597,KOOCHENVAGNER BREWING VISTA,523952,DOMESTIC
010318,COCA COLA TRUESDALE,439785,DOMESTIC
010168,BRAXTON BREWING,478848,DOMESTIC
010168,BRAXTON BREWING,497580,DOMESTIC
010550,INDEED BREWING,496253,DOMESTIC
010550,INDEED BREWING,496261,DOMESTIC
010550,INDEED BREWING,498128,DOMESTIC
010241,CERVECERIA OCHO OCTAVOS,527363,INTERNATIONAL
010894,REID BENSON MORTIMER,544649,INTERNATIONAL
011078,VERMONT HARD CIDER BRANDON,537772,DOMESTIC
010552,INDIAN PEAKS BREWING,493239,DOMESTIC
010552,INDIAN PEAKS BREWING,577926,DOMESTIC
010171,BREVARD BREWING RAILYARD,531805,DOMESTIC
010175,BREWDOG BREWING,506255,DOMESTIC
010172,BREW BUS BREWING,493335,DOMESTIC
010172,BREW BUS BREWING,534301,DOMESTIC
010840,PORT BREWING,503311,DOMESTIC
010198,BUTTERNUT BEER & ALE,31325,DOMESTIC
010198,BUTTERNUT BEER & ALE,508816,DOMESTIC
010198,BUTTERNUT BEER & ALE,552809,DOMESTIC
010173,BREW DETROIT,345017,DOMESTIC
010173,BREW DETROIT,547217,DOMESTIC
010173,BREW DETROIT,529545,DOMESTIC
010902,RICKER HILL ORCHARDS,393385,DOMESTIC
011044,TRANSPORT FERNAND,539461,DOMESTIC
010572,JCL LOGISTICS-AUSTRIA2,556957,INTERNATIONAL
011083,VICTORY PACKAGING BELLINGHAM,540592,DOMESTIC
010205,CAN VAN,111051,DOMESTIC
010745,NOEL CANNING,543398,DOMESTIC
010745,NOEL CANNING,547751,DOMESTIC
010745,NOEL CANNING,543081,DOMESTIC
010745,NOEL CANNING,538530,DOMESTIC
010745,NOEL CANNING,552219,DOMESTIC
010745,NOEL CANNING,501657,DOMESTIC
010745,NOEL CANNING,565546,DOMESTIC
010745,NOEL CANNING,543347,DOMESTIC
010176,BREWERY OMMEGANG,524138,DOMESTIC
010176,BREWERY OMMEGANG,567322,DOMESTIC
010335,COMMUNITY BEER,491209,DOMESTIC
010177,BRIDGE BREWING,551161,DOMESTIC
010383,DEEP ELLUM DALLAS,533456,DOMESTIC
010383,DEEP ELLUM DALLAS,533464,DOMESTIC
010178,BRISTOL BREWING DENVER,508875,DOMESTIC
010388,DESTIHL BREWERY,499753,DOMESTIC
010388,DESTIHL BREWERY,567234,DOMESTIC
010554,INDUSTRIA ENVASADORA DE QUERETARO,522010,INTERNATIONAL
010180,BRONCO WINE CERES,550070,DOMESTIC
010420,EDDYLINE BREWING BUENA VISTA,154114,DOMESTIC
010181,BRONX BREWERY,357931,DOMESTIC
010181,BRONX BREWERY,535700,DOMESTIC
010731,NEW IMAGE BREWING,537043,DOMESTIC
011070,UPSLOPE BREWING,257834,DOMESTIC
010661,MAGIC HAT BREWING,474038,DOMESTIC
010272,COCA COLA CALGARY,540154,DOMESTIC
010272,COCA COLA CALGARY,32580,DOMESTIC
010183,BROUE ALLIANCE,217461,DOMESTIC
010184,BROUWERIJ NAC ARUBA,30971,INTERNATIONAL
010543,HUTTON & SMITH BREWING,511433,DOMESTIC
010185,BROUWERIJ NACIONAL,39191,INTERNATIONAL
010359,CRASIAN BREWING,526619,DOMESTIC
010384,DENVER BEER PRODUCTION,357421,DOMESTIC
010187,BROWNS BREWING,506677,DOMESTIC
010502,GREAT DIVIDE BREWING,399269,DOMESTIC
010188,BRUNSWICK BIERWORKS,536104,DOMESTIC
010389,DEVOTO-WADE LLC,483461,DOMESTIC
010189,BRUT BOTTLING,563516,DOMESTIC
010721,NELSON BREWING,31667,DOMESTIC
010190,BRYGGHUS 19,541931,INTERNATIONAL
010343,COOP ALE WORKS,270422,DOMESTIC
010343,COOP ALE WORKS,505906,DOMESTIC
010191,BUCKLE DOWN BREWING,483399,DOMESTIC
010256,CITY BREWING LACROSSE,32213,DOMESTIC
010256,CITY BREWING LACROSSE,35908,DOMESTIC
010256,CITY BREWING LACROSSE,469386,DOMESTIC
010256,CITY BREWING LACROSSE,238369,DOMESTIC
010256,CITY BREWING LACROSSE,500267,DOMESTIC
010256,CITY BREWING LACROSSE,500232,DOMESTIC
010256,CITY BREWING LACROSSE,47108,DOMESTIC
010256,CITY BREWING LACROSSE,507848,DOMESTIC
010256,CITY BREWING LACROSSE,541595,DOMESTIC
010256,CITY BREWING LACROSSE,38164,DOMESTIC
010256,CITY BREWING LACROSSE,547321,DOMESTIC
010256,CITY BREWING LACROSSE,574021,DOMESTIC
010192,BUFFALO BAYOU BREWING,488229,DOMESTIC
010665,MANKATO BREWING,507135,DOMESTIC
010193,BUFFALO ROCK BIRMINGHAM,61090,DOMESTIC
010193,BUFFALO ROCK BIRMINGHAM,39562,DOMESTIC
011131,WTD HOLDINGS ALPHARETTA,509122,DOMESTIC
010194,BUILDING 8 BREWING,464745,DOMESTIC
010547,IDEAL SLEEVES,524373,DOMESTIC
010195,BULL AND GOAT BREWERY,533245,
010965,SMITH RIVER BREW,535030,DOMESTIC
010196,BULL FALLS BREWERY WAUSAU,478792,DOMESTIC
010349,CRAFT BEER CREW SPRINGHILL,512313,DOMESTIC
010349,CRAFT BEER CREW SPRINGHILL,194255,DOMESTIC
010197,BURLEY OAK BREWING,488069,DOMESTIC
010869,RB DWYER,542230,DOMESTIC
010869,RB DWYER,500339,DOMESTIC
010869,RB DWYER,518109,DOMESTIC
010869,RB DWYER,518483,DOMESTIC
010869,RB DWYER,527451,DOMESTIC
010869,RB DWYER,483073,DOMESTIC
010746,NORCAL ANAHEIM,482231,DOMESTIC
010746,NORCAL ANAHEIM,531186,DOMESTIC
010746,NORCAL ANAHEIM,507442,DOMESTIC
010491,GOLDEN GLOBE GOODS,527275,DOMESTIC
011085,VICTORY PACKAGING DAYTON,537369,DOMESTIC
010199,BUZZBALLZ,160506,DOMESTIC
010493,GOOD CITY BREWING MILWAUKEE,520250,DOMESTIC
010200,CAHABA BREWING,519216,DOMESTIC
010459,FIRST MAGNITUDE BREWING,458054,DOMESTIC
010201,CALDERA BREWING,538994,DOMESTIC
010201,CALDERA BREWING,483559,DOMESTIC
010202,CALIFORNIA MICROBRW,499913,DOMESTIC
010704,MOTHER ROAD BREWING,492375,DOMESTIC
010704,MOTHER ROAD BREWING,501083,DOMESTIC
010203,CALVERT BREWING,514669,
010796,PEPSI CALGARY,31114,DOMESTIC
010328,COLUMBIA CREST,539233,DOMESTIC
010418,EAST COAST CRUSH,543013,DOMESTIC
010776,ORORA PACKAGING SOLUTIONS LANDSBERG,550862,DOMESTIC
010776,ORORA PACKAGING SOLUTIONS LANDSBERG,550854,DOMESTIC
010206,CAND AID FOUNDATION,514562,DOMESTIC
011104,WELDWERKS BREWING,503142,DOMESTIC
010207,CANMORE BREWING,499358,DOMESTIC
010924,SAFEWAY NORWALK,500321,DOMESTIC
010924,SAFEWAY NORWALK,38295,DOMESTIC
010924,SAFEWAY NORWALK,35001,DOMESTIC
010208,CAPTAIN LAWRENCE BREWING,482193,DOMESTIC
010208,CAPTAIN LAWRENCE BREWING,518176,DOMESTIC
010740,NIGHT SHIFT BREWING,482003,DOMESTIC
011041,TOPPLING GOLIATH BREWING DECORAH,512479,DOMESTIC
011087,VICTORY PACKAGING LIVERPOOL,540621,DOMESTIC
010505,GREAT RAFT BREWING,307264,DOMESTIC
011099,WE SLEEVE IT INDIANA,543697,DOMESTIC
010379,DANIELS,531514,DOMESTIC
011110,WESTERN WYOMING BEVERAGE,548375,DOMESTIC
010937,SCHILLING CIDER,483364,DOMESTIC
010586,KDP SACRAMENTO,542301,DOMESTIC
010577,JF HILLEBRAND,511441,DOMESTIC
010210,CAROLINA BREWING,378767,DOMESTIC
010329,COMEBACK BREWING BERKELEY,496835,DOMESTIC
010211,CAROLINA CANNERS,550811,DOMESTIC
010211,CAROLINA CANNERS,551321,DOMESTIC
010488,GLACIAL TILL VINEYARD & WINERY BENNET,502457,DOMESTIC
010357,CRAFT COAST CANING RICHIBUCTO,543953,DOMESTIC
010212,CAROLINE BEVERAGE GROUP,346790,DOMESTIC
010213,CARPENTERS,496034,
010727,NEW GLARUS BREWING,483313,DOMESTIC
010214,CASCADES TRANSIT MONTREAL,537844,DOMESTIC
010214,CASCADES TRANSIT MONTREAL,535638,DOMESTIC
010395,DISTRIBUIDORA LA FLORIDA S A,559429,INTERNATIONAL
010333,COMMONWEALTH BREWERY BAHAMAS,43035,DOMESTIC
010215,CASK RAPID ASCENT,553799,DOMESTIC
010467,FORT HILL BREWERY,418108,DOMESTIC
010216,CASK/18TH STREET BREWERY,408241,DOMESTIC
010403,DPSG JACKSONVILLE,531696,DOMESTIC
010403,DPSG JACKSONVILLE,478653,DOMESTIC
010403,DPSG JACKSONVILLE,194116,DOMESTIC
010403,DPSG JACKSONVILLE,38130,DOMESTIC
010403,DPSG JACKSONVILLE,446969,DOMESTIC
010217,CASK/BRASSERIE,492720,DOMESTIC
010726,NEW ENGLAND USD,31296,DOMESTIC
010218,CASK/BRASSERIE VROODEN,532365,INTERNATIONAL
010219,CASK/CALGARY USD SHIPPING,478389,DOMESTIC
010220,CASK/CROOKED STAVE ARTISAN BEER PROJECT,518993,DOMESTIC
010642,LONE TREE BREWING,344495,DOMESTIC
010221,CASK/WABASSO DISTILLERY INC,557423,DOMESTIC
011055,TURKS HEAD,31288,INTERNATIONAL
010222,CASTORO CELLARS SAN MIGUEL,528649,
010222,CASTORO CELLARS SAN MIGUEL,538468,
010464,FLORIDA BREWERY AUBENDALE,33902,DOMESTIC
010223,CATORCE CERO UNO,542037,INTERNATIONAL
010494,GOOD PEOPLE BREWING,43625,DOMESTIC
010571,JAVO,498814,DOMESTIC
010226,CELIS BREWERY AUSTIN,528260,DOMESTIC
010226,CELIS BREWERY AUSTIN,547241,DOMESTIC
010255,CITRUS WORLD,40045,DOMESTIC
010512,GREY SAIL BREWING,315301,DOMESTIC
010227,CELIS BREWING,561959,DOMESTIC
010865,RAHR & SONS BREWING,485503,DOMESTIC
010228,CENTRAL 28,467840,DOMESTIC
010472,FOUR DAUGHTERS,496309,DOMESTIC
010229,CENTRAL CIRCLE MCKINNEY,546628,DOMESTIC
010643,LONERIDER BREWING RALEIGH,491760,DOMESTIC
010644,LONERIDER SPIRITS,553422,DOMESTIC
010231,CENTRAL VALLEY CRAFT BREW,485600,DOMESTIC
010231,CENTRAL VALLEY CRAFT BREW,485618,DOMESTIC
010568,JACKIE OS/STATE STREET,336727,DOMESTIC
011094,WACHUSETT BREWING,482716,DOMESTIC
010232,CERVECERIA BAJAMURI PACIFICO,517721,INTERNATIONAL
010838,POLAR SCOTIA,542352,DOMESTIC
010233,CERVECERIA CENTRO AMERICANA,358011,INTERNATIONAL
010234,CERVECERIA CUAUHTEMOC MOC GUADALAJARA,498232,INTERNATIONAL
010323,COFFIN RIDGE BOUTIQUE WINERY,537289,DOMESTIC
011028,THREE WEAVERS BREWING,533632,DOMESTIC
011028,THREE WEAVERS BREWING,506482,DOMESTIC
011122,WISE ACRE BREWING,283101,DOMESTIC
011122,WISE ACRE BREWING,496763,DOMESTIC
010237,CERVECERIA CUAUHTEMOC MOCTEZUMA TECATE,497846,INTERNATIONAL
010634,LIFT BRIDGE BREWING TECHNOLOGIES STILLWATER,522731,DOMESTIC
010238,CERVECERIA CUAUHTEMOC MOCTEZUMA TOLUCA,512962,INTERNATIONAL
011100,WE SLEEVE IT LACEY,524349,DOMESTIC
011100,WE SLEEVE IT LACEY,527460,DOMESTIC
011100,WE SLEEVE IT LACEY,543380,DOMESTIC
010239,CERVECERIA MODELO AMPLIACION GRANADA,502246,INTERNATIONAL
010240,CERVECERIA MODELO DE TORREON,500048,INTERNATIONAL
010340,CONCRETE BEACH BREWERY,531194,DOMESTIC
010814,PEPSI SACRAMENTO,30779,DOMESTIC
010242,CERVECERIA OLAS ALTAS,554978,INTERNATIONAL
010560,INTUITION ALE WORKS,105419,DOMESTIC
010560,INTUITION ALE WORKS,518678,DOMESTIC
010243,CERVECERIA POPULAR SA DE CV,549239,INTERNATIONAL
011000,SWAMP HEAD BREWERY,442263,DOMESTIC
010244,CHILD TRUCK LINE,523063,
010244,CHILD TRUCK LINE,513615,
010425,ELEVATION BEER,503986,DOMESTIC
010587,KDP VERNON,542441,DOMESTIC
010245,CHRISTIAN GEORGE JIMEN,543902,INTERNATIONAL
010345,CORONADO BREWING SAN DIEGO,482601,DOMESTIC
010246,CHRISTOPHER MICHAEL BRANDS,550897,DOMESTIC
010959,SINGLE SPEED,527611,DOMESTIC
010247,CHURCH BREWING CO,536315,DOMESTIC
010248,CIDRE CO,500531,DOMESTIC
010855,PRODUCTOS FRUTI FRESK DE ARANDAS JALISCO,557626,INTERNATIONAL
010249,CIDRERIE MCKEOWN,503513,DOMESTIC
010877,REFRESCO CALGARY,540488,DOMESTIC
010877,REFRESCO CALGARY,170801,DOMESTIC
010250,CIDRERIE MICHEL,522520,DOMESTIC
010344,COPPERTAIL BREWING,547575,DOMESTIC
010463,FLORIDA BEER CAPE CANAVERAL,539022,DOMESTIC
010252,CIH INTERNATIONAL NAVA,552104,INTERNATIONAL
010252,CIH INTERNATIONAL NAVA,498110,INTERNATIONAL
010253,CIH INTERNATIONAL OBREGON,509641,DOMESTIC
010253,CIH INTERNATIONAL OBREGON,552112,DOMESTIC
010253,CIH INTERNATIONAL OBREGON,501542,DOMESTIC
010253,CIH INTERNATIONAL OBREGON,573474,DOMESTIC
010720,NEILS THOMPSON,395701,DOMESTIC
010995,SUNRIVER BREWING,483014,DOMESTIC
011143,ZUCKERMAN HONICKMAN KING OF PRUSSIA,38818,DOMESTIC
010462,FLO WATER/PROUD SOURCE WATER,560180,DOMESTIC
010462,FLO WATER/PROUD SOURCE WATER,501278,DOMESTIC
011060,TWO BROTHERS BREWING,432444,DOMESTIC
011101,WE SLEEVE IT MARIETTA,524365,DOMESTIC
010718,NAKED TREE CELLARS,481043,DOMESTIC
011007,TAMARAC BREWING,248161,DOMESTIC
010527,HERETIC BREWING,434600,DOMESTIC
010527,HERETIC BREWING,434589,DOMESTIC
010495,GOOSE ISLAND BEER,550061,DOMESTIC
